Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
DEBIT,5,4,54.3,254.94,Late delivery,1,69,Health and Beauty,Columbia,EE. UU.,Simone,18817,Landry,Home Office,MO,9952 Foggy Berry Wynd,65203.0,12,Health and Beauty ,38.91856384,-92.18528748,Pacific Asia,Aligarh,India,18817,38.1,0.13,293.04,0.21,1,293.04,254.94,54.3,South Asia,Uttar Pradesh,ON_HOLD,First aid kit,293.04,Standard Class
DEBIT,2,4,31.49,98.39,Advance shipping,0,32,Golf Apparel,Wayne,EE. UU.,Eugene,7975,Davila,Corporate,NJ,6692 Velvet Grove,7470.0,6,Outdoors,39.96281815,-75.05174255,LATAM,Chinautla,Guatemala,7975,21.6,0.18,119.99,0.32,1,119.99,98.39,31.49,Central America,Guatemala,COMPLETE,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.99,Standard Class
DEBIT,2,1,69.6,239.98,Late delivery,1,43,Camping & Hiking,Hialeah,EE. UU.,Mary,9488,Smith,Corporate,FL,9758 Foggy Range,33012.0,7,Fan Shop,25.86688042,-80.31456757,Pacific Asia,Port Moresby,Papúa Nueva Guinea,9488,60.0,0.2,299.98,0.29,1,299.98,239.98,69.6,Oceania,Capital Nacional,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
DEBIT,5,4,10.79,129.99,Late delivery,1,18,Men's Footwear,Washington,EE. UU.,Patricia,6392,Greene,Corporate,DC,6358 Cozy Autumn Lookout,20019.0,4,Apparel,38.79263687,-77.05001068,LATAM,Chimaltenango,Guatemala,6392,0.0,0.0,129.99,0.08,1,129.99,129.99,10.79,Central America,Chimaltenango,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,6,2,8.49,24.25,Late delivery,1,7,Hockey,Redmond,EE. UU.,Mary,9925,Miller,Consumer,WA,4149 Thunder Goose Wynd,98052.0,2,Fitness,47.64754486,-122.1150513,USCA,Tulsa,Estados Unidos,9925,0.75,0.03,25.0,0.35,1,25.0,24.25,8.49,US Center ,Oklahoma,PENDING_PAYMENT,Nike Women's Legend V-Neck T-Shirt,25.0,Second Class
DEBIT,3,4,32.63,87.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Cynthia,2916,Nelson,Home Office,PR,3200 Amber Pine Vale,725.0,5,Golf,18.24411583,-66.37062836,Europe,Munich,Alemania,2916,13.0,0.13,50.0,0.38,2,100.0,87.0,32.63,Western Europe,Bavaria,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,3,4,-76.3,114.39,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Karen,3123,Durham,Corporate,PR,3278 Pleasant Moor,725.0,4,Apparel,18.20289993,-66.37057495,LATAM,Morelia,México,3123,15.6,0.12,129.99,-0.67,1,129.99,114.39,-76.3,Central America,Michoacán,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,2,-208.89,284.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Henry,10397,Kelley,Consumer,PR,9393 Velvet Horse Row,725.0,7,Fan Shop,18.29217529,-66.37054443,LATAM,Soyapango,El Salvador,10397,15.0,0.05,299.98,-0.73,1,299.98,284.98,-208.89,Central America,San Salvador,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
PAYMENT,2,4,17.64,58.79,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,9257,Smith,Corporate,PR,6280 Cozy Embers Island,725.0,4,Apparel,18.23113251,-66.37059784,Europe,Estocolmo,Suecia,9257,1.2,0.02,59.99,0.3,1,59.99,58.79,17.64,Northern Europe,Estocolmo,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,2,1,12.86,49.48,Late delivery,1,46,Indoor/Outdoor Games,Dallas,EE. UU.,Nancy,10448,Gilbert,Consumer,TX,6540 Hidden Dale,75227.0,7,Fan Shop,32.77589798,-96.68588257,LATAM,Holguín,Cuba,10448,0.5,0.01,49.98,0.26,1,49.98,49.48,12.86,Caribbean,Holguín,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,First Class
TRANSFER,2,1,53.99,143.98,Late delivery,1,17,Cleats,Princeton,EE. UU.,Sarah,1999,Richard,Consumer,NJ,8777 Old Arbor,8540.0,4,Apparel,40.35264587,-74.647789,Europe,Gloucester,Reino Unido,1999,35.99,0.2,59.99,0.38,3,179.97,143.98,53.99,Northern Europe,Inglaterra,PENDING,Perfect Fitness Perfect Rip Deck,59.99,First Class
CASH,4,4,145.14,302.37,Shipping on time,0,12,Boxing & MMA,Caguas,Puerto Rico,Theresa,10163,Smith,Corporate,PR,2125 Gentle Cove,725.0,3,Footwear,18.21525955,-66.37057495,Europe,Birmingham,Reino Unido,10163,57.59,0.16,89.99,0.48,4,359.96,302.37,145.14,Northern Europe,Inglaterra,CLOSED,Brooks Women's Ghost 6 Running Shoe,89.99,Standard Class
DEBIT,2,4,-263.47,154.98,Advance shipping,0,10,Strength Training,Caguas,Puerto Rico,David,9388,Horn,Consumer,PR,707 Pleasant Concession,725.0,3,Footwear,18.20146751,-66.37062073,Europe,Alkmaar,Países Bajos,9388,34.02,0.18,189.0,-1.7,1,189.0,154.98,-263.47,Western Europe,Holanda Septentrional,COMPLETE,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,189.0,Standard Class
TRANSFER,4,4,-12.32,57.59,Shipping on time,0,17,Cleats,Houston,EE. UU.,Kathryn,8192,Marshall,Consumer,TX,7333 Silver Port,77093.0,4,Apparel,29.83435631,-95.33792877,Pacific Asia,Bunbury,Australia,8192,2.4,0.04,59.99,-0.21,1,59.99,57.59,-12.32,Oceania,Australia Occidental,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,2,4,58.8,167.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Linda,4207,Luna,Consumer,PR,8492 Round Path,725.0,7,Fan Shop,18.23443031,-66.37059021,LATAM,Apodaca,México,4207,32.0,0.16,199.99,0.35,1,199.99,167.99,58.8,Central America,Nuevo León,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,6,2,119.84,254.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Rachel,2827,Weaver,Corporate,PR,4411 Cotton Wynd,725.0,7,Fan Shop,18.27799797,-66.37056732,Europe,Lille,Francia,2827,45.0,0.15,299.98,0.47,1,299.98,254.98,119.84,Western Europe,Norte-Paso de Calais-Picardía,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
PAYMENT,3,4,100.0,399.98,Advance shipping,0,45,Fishing,Apex,EE. UU.,Sarah,2484,Smith,Corporate,NC,8249 Misty End,27502.0,7,Fan Shop,35.73103714,-78.85575104,Europe,Magdeburg,Alemania,2484,0.0,0.0,399.98,0.25,1,399.98,399.98,100.0,Western Europe,Sajonia-Anhalt,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,2,1,31.97,122.95,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,3509,Perry,Home Office,PR,8172 Quaking Bluff Diversion,725.0,7,Fan Shop,18.29424477,-66.37057495,Europe,Viena,Austria,3509,26.99,0.18,49.98,0.26,3,149.94,122.95,31.97,Western Europe,Viena,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.98,First Class
PAYMENT,6,4,112.21,331.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,David,6566,Beck,Corporate,PR,3741 Green Parade,725.0,7,Fan Shop,18.2454567,-66.3705368,LATAM,Zapopan,México,6566,68.0,0.17,399.98,0.34,1,399.98,331.98,112.21,Central America,Jalisco,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,4,4,66.57,201.72,Shipping on time,0,37,Electronics,Mesquite,EE. UU.,Kimberly,11959,Clark,Corporate,TX,9136 Dewy Cider Concession,75149.0,6,Outdoors,32.78041458,-96.60680389,LATAM,San Salvador,El Salvador,11959,6.24,0.03,51.99,0.33,4,207.96,201.72,66.57,Central America,San Salvador,ON_HOLD,Titleist Pro V1x High Numbers Personalized Go,51.99,Standard Class
TRANSFER,2,1,13.77,47.48,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Justin,1161,Smith,Home Office,PR,4520 Quiet Grounds,725.0,7,Fan Shop,18.22847939,-66.37054443,Pacific Asia,Gold Coast,Australia,1161,2.5,0.05,49.98,0.29,1,49.98,47.48,13.77,Oceania,Queensland,CANCELED,O'Brien Men's Neoprene Life Vest,49.98,First Class
PAYMENT,6,4,0.9,74.99,Late delivery,1,9,Cardio Equipment,Brighton,EE. UU.,Kathy,4411,Smith,Corporate,MA,2607 Clear Branch Cape,2135.0,3,Footwear,42.34962845,-71.15328217,Europe,Ipswich,Reino Unido,4411,25.0,0.25,99.99,0.01,1,99.99,74.99,0.9,Northern Europe,Inglaterra,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,0,0,77.86,230.36,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Mary,2092,Hunter,Consumer,PR,9890 Clear Knoll,725.0,4,Apparel,18.20084,-66.37059021,Europe,Avon,Francia,2092,9.6,0.04,59.99,0.34,4,239.96,230.36,77.86,Western Europe,Isla de Francia,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Same Day
PAYMENT,6,2,7.2,95.98,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Shawn,10329,Forbes,Consumer,PR,2638 Amber Oak Grounds,725.0,4,Apparel,18.23139,-66.37059021,Pacific Asia,Delhi,India,10329,24.0,0.2,59.99,0.08,2,119.98,95.98,7.2,South Asia,Delhi,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,2,4,6.72,47.99,Advance shipping,0,37,Electronics,Middletown,EE. UU.,Mary,8026,Wade,Corporate,OH,9816 Velvet Deer Canyon,45044.0,6,Outdoors,40.97532272,-80.56996918,Europe,Sevran,Francia,8026,16.0,0.25,31.99,0.14,2,63.98,47.99,6.72,Western Europe,Isla de Francia,PENDING,Bridgestone e6 Straight Distance NFL Tennesse,31.99,Standard Class
TRANSFER,1,0,135.19,399.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Rose,439,Delgado,Consumer,PR,8620 Silent Alley,725.0,7,Fan Shop,18.22759628,-66.04355621,LATAM,São Vicente,Brasil,439,0.0,0.0,399.98,0.34,1,399.98,399.98,135.19,South America,São Paulo,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Same Day
TRANSFER,2,1,84.48,175.99,Late delivery,1,48,Water Sports,East Lansing,EE. UU.,Mary,3921,Allen,Consumer,MI,8977 Sunny Dale Run,48823.0,7,Fan Shop,42.92534638,-83.98883057,Europe,Cheliábinsk,Rusia,3921,24.0,0.12,199.99,0.48,1,199.99,175.99,84.48,Eastern Europe,Cheliábinsk,PENDING,Pelican Sunstream 100 Kayak,199.99,First Class
DEBIT,5,4,24.9,331.98,Late delivery,1,45,Fishing,Jacksonville,EE. UU.,Mary,3118,Francis,Corporate,NC,2544 Honey Rise Loop,28540.0,7,Fan Shop,34.74834824,-77.42848206,Africa,Dar es Salaam,Tanzania,3118,68.0,0.17,399.98,0.08,1,399.98,331.98,24.9,East Africa,Dar es Salaam,ON_HOLD,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
DEBIT,2,1,-47.99,239.96,Late delivery,1,17,Cleats,Columbus,EE. UU.,Mary,5433,Flores,Corporate,OH,1952 Noble Ramp,43229.0,4,Apparel,40.08982086,-82.99195862,Europe,Mainz,Alemania,5433,0.0,0.0,59.99,-0.2,4,239.96,239.96,-47.99,Western Europe,Renania-Palatinado,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,4,4,52.91,151.17,Shipping on time,0,17,Cleats,San Jose,EE. UU.,Benjamin,5263,Taylor,Corporate,CA,6843 Dusty Log Edge,95112.0,4,Apparel,37.33271027,-121.8783722,LATAM,Vassouras,Brasil,5263,28.8,0.16,59.99,0.35,3,179.97,151.17,52.91,South America,Río de Janeiro,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,4,88.72,283.45,Advance shipping,0,17,Cleats,Orlando,EE. UU.,Tammy,7327,Hood,Consumer,FL,5406 Misty Timber End,32822.0,4,Apparel,28.48579979,-81.30467224,Europe,Viena,Austria,7327,16.5,0.06,59.99,0.31,5,299.95,283.45,88.72,Western Europe,Viena,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,6,4,74.83,226.76,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Matthew,9616,Grant,Corporate,PR,4780 Honey Bluff Circuit,725.0,4,Apparel,18.22518158,-66.37056732,Europe,Brive-la-Gaillarde,Francia,9616,13.2,0.06,59.99,0.33,4,239.96,226.76,74.83,Western Europe,Aquitania-Lemosín-Poitou-Charentes,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,1,-33.4,148.44,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Nicole,6931,Smith,Consumer,PR,3385 Cotton Wharf,725.0,7,Fan Shop,18.25682068,-66.37062073,Africa,Lagos,Nigeria,6931,1.5,0.01,49.98,-0.23,3,149.94,148.44,-33.4,West Africa,Lagos,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class
TRANSFER,2,1,26.13,296.98,Late delivery,1,43,Camping & Hiking,New York,EE. UU.,Margaret,7224,Knight,Home Office,NY,9702 Shady Pond Village,10002.0,7,Fan Shop,40.71546173,-73.99006653,LATAM,Mixco,Guatemala,7224,3.0,0.01,299.98,0.09,1,299.98,296.98,26.13,Central America,Guatemala,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
TRANSFER,2,2,32.46,199.17,Shipping on time,0,17,Cleats,Chicago,EE. UU.,Mary,6107,Schmidt,Home Office,IL,1801 Jagged Dale Park,60625.0,4,Apparel,41.89569092,-87.67237091,LATAM,Franco da Rocha,Brasil,6107,40.79,0.17,59.99,0.16,4,239.96,199.17,32.46,South America,São Paulo,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,2,1,101.77,260.96,Late delivery,1,17,Cleats,Compton,EE. UU.,Johnny,4285,Cox,Corporate,CA,9741 Dewy Bluff Maze,90221.0,4,Apparel,33.94784164,-118.2462921,Europe,Champigny-sur-Marne,Francia,4285,38.99,0.13,59.99,0.39,5,299.95,260.96,101.77,Western Europe,Isla de Francia,PENDING,Perfect Fitness Perfect Rip Deck,59.99,First Class
PAYMENT,5,4,-132.29,188.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Roger,6104,Cordova,Corporate,PR,9609 Broad Rabbit Common,725.0,7,Fan Shop,18.2406044,-66.37062836,LATAM,Guadalajara,México,6104,11.0,0.06,199.99,-0.7,1,199.99,188.99,-132.29,Central America,Jalisco,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,6,4,12.53,65.97,Late delivery,1,40,Accessories,Granada Hills,EE. UU.,Mary,483,Smith,Consumer,CA,7176 Bright Timber Passage,91344.0,6,Outdoors,34.26103973,-118.5636902,Pacific Asia,Pekanbaru,Indonesia,483,9.0,0.12,24.99,0.19,3,74.97,65.97,12.53,Southeast Asia,Riau,COMPLETE,Team Golf Pittsburgh Steelers Putter Grip,24.99,Standard Class
PAYMENT,4,4,83.7,181.95,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,8864,Benson,Consumer,PR,1551 Quaking Bend,725.0,5,Golf,18.2802105,-66.37051392,Pacific Asia,Ankara,Turquía,8864,18.0,0.09,39.99,0.46,5,199.95,181.95,83.7,West Asia,Ankara,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,2,1,31.51,96.96,Late delivery,1,46,Indoor/Outdoor Games,Philadelphia,EE. UU.,Mary,9214,Smith,Consumer,PA,1723 Tawny Via,19148.0,7,Fan Shop,39.92321014,-75.16308594,USCA,Los Angeles,Estados Unidos,9214,3.0,0.03,49.98,0.33,2,99.96,96.96,31.51,West of USA ,California,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,First Class
PAYMENT,5,2,12.48,48.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Benjamin,1967,Smith,Corporate,PR,6280 Sleepy Brook Diversion,725.0,5,Golf,18.28249931,-66.37054443,Europe,London,Reino Unido,1967,2.0,0.04,50.0,0.26,1,50.0,48.0,12.48,Northern Europe,Inglaterra,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
TRANSFER,2,4,24.35,149.38,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,9572,Nelson,Consumer,PR,1804 Shady Maze,725.0,4,Apparel,18.26647568,-66.37058258,Pacific Asia,Batman,Turquía,9572,30.59,0.17,59.99,0.16,3,179.97,149.38,24.35,West Asia,Batman,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,5,4,25.5,254.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Mary,10552,Finley,Consumer,PR,4524 Honey Carrefour,725.0,7,Fan Shop,18.22195053,-66.3705368,LATAM,Tijuana,México,10552,45.0,0.15,299.98,0.1,1,299.98,254.98,25.5,Central America,Baja California,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,6,4,164.03,468.67,Late delivery,1,68,Garden,Toms River,EE. UU.,Madeson,15313,Diaz,Home Office,NJ,2805 Silver Glade,8753.0,6,Outdoors,39.95728302,-74.19393158,Pacific Asia,Sydney,Australia,15313,63.91,0.12,532.58,0.35,1,532.58,468.67,164.03,Oceania,Nueva Gales del Sur,COMPLETE,Lawn mower,532.58,Standard Class
CASH,5,2,-41.36,176.0,Late delivery,1,24,Women's Apparel,Simi Valley,EE. UU.,Robert,3726,Smith,Consumer,CA,4311 Old Edge,93063.0,5,Golf,34.27262497,-118.7107468,Europe,Estocolmo,Suecia,3726,24.0,0.12,50.0,-0.24,4,200.0,176.0,-41.36,Northern Europe,Estocolmo,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class
TRANSFER,6,2,134.99,269.98,Late delivery,1,43,Camping & Hiking,Stockbridge,EE. UU.,Mary,3956,Dickson,Home Office,GA,3470 Amber Townline,30281.0,7,Fan Shop,33.5980835,-84.15441895,Pacific Asia,Shanghái,China,3956,30.0,0.1,299.98,0.5,1,299.98,269.98,134.99,Eastern Asia,Shanghái,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
DEBIT,4,4,47.03,167.96,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,2404,Keller,Consumer,PR,907 Umber Beacon Common,725.0,5,Golf,18.24899483,-66.37052918,USCA,Lawrence,Estados Unidos,2404,31.99,0.16,39.99,0.28,5,199.95,167.96,47.03,East of USA,Massachusetts,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,2,4,94.5,210.0,Shipping canceled,0,24,Women's Apparel,Caguas,Puerto Rico,Mary,9294,Blackwell,Consumer,PR,9922 Misty Oak Inlet,725.0,5,Golf,18.28738976,-66.3705368,USCA,Asheville,Estados Unidos,9294,40.0,0.16,50.0,0.45,5,250.0,210.0,94.5,South of  USA ,Carolina del Norte,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
DEBIT,2,1,-199.47,128.69,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,4869,Smith,Corporate,PR,1213 Cotton Pike,725.0,4,Apparel,18.21053505,-66.37051392,LATAM,Sancti Spíritus,Cuba,4869,1.3,0.01,129.99,-1.55,1,129.99,128.69,-199.47,Caribbean,Sancti Spíritus,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
PAYMENT,4,4,87.33,181.93,Shipping on time,0,46,Indoor/Outdoor Games,Livermore,EE. UU.,David,5217,Smith,Home Office,CA,6906 Quiet Rise,94550.0,7,Fan Shop,37.3900528,-121.4688492,Europe,York,Reino Unido,5217,17.99,0.09,49.98,0.48,4,199.92,181.93,87.33,Northern Europe,Inglaterra,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,4,4,11.1,147.94,Shipping on time,0,67,DVDs,Caguas,Puerto Rico,Imani,15061,Benton,Corporate,PR,3751 Heather Townline,725.0,9,Discs Shop,18.26189613,-66.03705597,Europe,Chester,Reino Unido,15061,16.44,0.1,164.38,0.08,1,164.38,147.94,11.1,Northern Europe,Inglaterra,PENDING,DVDs ,164.38,Standard Class
DEBIT,2,1,12.48,47.99,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,4016,Smith,Consumer,PR,3159 Dewy Leaf Plaza,725.0,4,Apparel,18.23035431,-66.37059021,Pacific Asia,Bikaner,India,4016,12.0,0.2,59.99,0.26,1,59.99,47.99,12.48,South Asia,Rajastán,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,4,4,33.59,95.98,Shipping on time,0,29,Shop By Sport,Brooklyn,EE. UU.,Mary,9317,Smith,Consumer,NY,7274 Middle Wynd,11203.0,5,Golf,40.65559006,-73.9330368,Pacific Asia,Meerut,India,9317,23.99,0.2,39.99,0.35,3,119.97,95.98,33.59,South Asia,Uttar Pradesh,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
TRANSFER,2,4,57.4,124.79,Advance shipping,0,18,Men's Footwear,Austin,EE. UU.,Mary,979,Smith,Consumer,TX,9995 High Robin Pointe,78745.0,4,Apparel,30.30709076,-98.00027466,USCA,Layton,Estados Unidos,979,5.2,0.04,129.99,0.46,1,129.99,124.79,57.4,West of USA ,Utah,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,4,4,-335.98,191.99,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Mary,8682,Quinn,Corporate,PR,8620 Burning Isle,725.0,7,Fan Shop,18.28357697,-66.37060547,USCA,Freeport,Estados Unidos,8682,8.0,0.04,199.99,-1.75,1,199.99,191.99,-335.98,East of USA,Nueva York,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,1,0,10.37,82.99,Late delivery,1,9,Cardio Equipment,Houston,EE. UU.,Susan,2416,Sullivan,Consumer,TX,569 Hazy Wynd,77088.0,3,Footwear,29.66958237,-95.24147034,LATAM,Tegucigalpa,Honduras,2416,17.0,0.17,99.99,0.13,1,99.99,82.99,10.37,Central America,Francisco Morazán,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,Same Day
DEBIT,2,4,-89.97,331.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Henry,11299,Smith,Consumer,PR,5348 Middle Embers Line,725.0,7,Fan Shop,18.27490234,-66.37050629,Europe,Fuengirola,España,11299,68.0,0.17,399.98,-0.27,1,399.98,331.98,-89.97,Southern Europe,Andalucía,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,5,2,-993.65,374.96,Late delivery,1,9,Cardio Equipment,Raleigh,EE. UU.,Mary,5150,Smith,Home Office,NC,7640 Honey Apple Route,27606.0,3,Footwear,35.77667999,-78.68785095,Europe,Lille,Francia,5150,124.99,0.25,99.99,-2.65,5,499.95,374.96,-993.65,Western Europe,Norte-Paso de Calais-Picardía,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
DEBIT,3,4,-22.31,27.88,Advance shipping,0,36,Golf Balls,Murfreesboro,EE. UU.,Louis,11218,Novak,Consumer,TN,3614 Golden Expressway,37130.0,6,Outdoors,35.818367,-86.14837647,LATAM,Pontes e Lacerda,Brasil,11218,2.1,0.07,14.99,-0.8,2,29.98,27.88,-22.31,South America,Mato Grosso,COMPLETE,Hirzl Men's Hybrid Golf Glove,14.99,Standard Class
DEBIT,4,4,29.4,293.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Sarah,2254,Smith,Consumer,PR,529 Blue Grove Rise,725.0,7,Fan Shop,18.29670143,-66.37057495,Europe,Rome,Italia,2254,6.0,0.02,299.98,0.1,1,299.98,293.98,29.4,Southern Europe,Lacio,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
CASH,5,4,102.52,353.53,Late delivery,1,63,Children's Clothing,Simi Valley,EE. UU.,Destiny,17942,Lawson,Consumer,CA,4948 Colonial Village,93063.0,4,Apparel,34.26791382,-118.6712112,Pacific Asia,Manila,Filipinas,17942,3.57,0.01,357.1,0.29,1,357.1,353.53,102.52,Southeast Asia,Capital Nacional,CLOSED,Children's heaters,357.1,Standard Class
DEBIT,5,4,38.67,110.49,Late delivery,1,18,Men's Footwear,Porterville,EE. UU.,Jennifer,7084,Smith,Home Office,CA,4079 Blue End,93257.0,4,Apparel,36.16730118,-119.083107,LATAM,Diadema,Brasil,7084,19.5,0.15,129.99,0.35,1,129.99,110.49,38.67,South America,São Paulo,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,2,4,10.66,106.59,Advance shipping,0,18,Men's Footwear,Bolingbrook,EE. UU.,Katherine,2241,Smith,Home Office,IL,9966 Cinder Loop,60440.0,4,Apparel,41.7258606,-88.06419373,LATAM,Managua,Nicaragua,2241,23.4,0.18,129.99,0.1,1,129.99,106.59,10.66,Central America,Managua,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
TRANSFER,4,4,45.76,173.99,Shipping on time,0,48,Water Sports,Bronx,EE. UU.,Barbara,10246,Cameron,Corporate,NY,8110 Old Place,10473.0,7,Fan Shop,40.81995392,-73.86433411,Pacific Asia,Estambul,Turquía,10246,26.0,0.13,199.99,0.26,1,199.99,173.99,45.76,West Asia,Estambul,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class
CASH,5,4,122.0,248.98,Late delivery,1,43,Camping & Hiking,Stockton,EE. UU.,Crystal,9819,Smith,Consumer,CA,4925 Heather Hickory Way,95206.0,7,Fan Shop,37.87754822,-121.3725586,LATAM,Mexico City,México,9819,51.0,0.17,299.98,0.49,1,299.98,248.98,122.0,Central America,Distrito Federal,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,2,2,11.27,35.99,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,8682,Quinn,Corporate,PR,8620 Burning Isle,725.0,5,Golf,18.28357697,-66.37060547,Pacific Asia,Jeddah,Arabia Saudí,8682,4.0,0.1,39.99,0.31,1,39.99,35.99,11.27,West Asia,Meca,ON_HOLD,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
